007.qq.com	61.129.7.119
down.game.qq.com	180.153.93.22, 180.153.93.33
down.ke.qq.com	14.17.41.213
down.jy.qq.com	61.151.168.204
down.m.qq.com	101.227.131.64
down.lady.qq.com	180.163.26.39
down.mail.qq.com	14.17.19.106
down.photo.qq.com	14.18.245.169
down.s.qq.com	183.3.225.68
down.res.qq.com	115.231.37.204, 115.231.37.249
down.tp.qq.com	183.3.225.113
down.z.qq.com	61.151.168.204
download.4g.qq.com	61.151.168.204
download.114.qq.com	183.3.225.108
download.ac.qq.com	61.151.206.115
download.act.qq.com	101.226.211.171
download.3g.qq.com	61.151.168.204
download.b.qq.com	183.61.38.179
down.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
download.bz.qq.com	61.151.166.139, 61.151.166.146
download.docs.qq.com	61.129.7.26
download.exmail.qq.com	14.17.42.118, 59.37.96.29
download.fm.qq.com	101.226.76.191
download.gongyi.qq.com	183.3.240.218
download.games.qq.com	114.80.30.41
download.ke.qq.com	14.17.41.213
download.jy.qq.com	61.151.168.204
download.lady.qq.com	180.163.26.39
download.m.qq.com	101.227.131.64
download.mail.qq.com	14.17.19.106
download.music.qq.com	180.153.126.139
download.photo.qq.com	61.129.7.28
download.sj.qq.com	180.153.105.141, 180.153.105.169
download.study.qq.com	180.101.153.104, 180.101.153.115, 180.101.217.115, 180.101.217.117, 180.101.217.119, 180.101.217.205, 180.101.217.232, 180.101.217.236, 180.96.1.179, 180.96.1.91, 180.97.146.116, 180.97.146.207, 180.97.146.98, 221.228.67.182, 222.186.49.82
download.tim.qq.com	14.215.158.25
download.tg.qq.com	219.133.60.226
download.z.qq.com	61.151.168.204
downloads.4g.qq.com	61.151.168.204
downloads.114.qq.com	183.3.225.108
downloads.act.qq.com	101.226.211.171
downloads.3g.qq.com	61.151.168.204
downloads.b.qq.com	183.61.38.179
download.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
downloads.bz.qq.com	61.151.166.139, 61.151.166.146
downloads.docs.qq.com	61.129.7.26
downloads.exmail.qq.com	14.17.42.118, 59.37.96.29
downloads.fm.qq.com	101.226.76.191
downloads.jy.qq.com	61.151.168.204
downloads.ke.qq.com	14.17.41.213
downloads.lady.qq.com	180.163.26.39
downloads.m.qq.com	101.227.131.64
downloads.mail.qq.com	14.17.19.106
downloads.photo.qq.com	14.18.245.169
downloads.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
downloads.z.qq.com	61.151.168.204
e.114.qq.com	183.3.225.108
e.4g.qq.com	61.151.168.204
e.act.qq.com	101.226.211.171
e.3g.qq.com	61.151.168.204
e.b.qq.com	183.61.38.179
e.bz.qq.com	61.151.166.139, 61.151.166.146
e.doc.qq.com	101.91.63.193
e.docs.qq.com	101.91.63.193
e.exmail.qq.com	14.17.42.118, 59.37.96.29
e.fm.qq.com	101.226.76.191
e.jy.qq.com	61.151.168.204
e.ke.qq.com	14.17.41.213
e.lady.qq.com	180.163.26.39
e.m.qq.com	101.227.131.64
e.mail.qq.com	14.17.19.106
e.mp.qq.com	14.17.43.116
e.photo.qq.com	14.18.245.169
e.t.qq.com	101.89.15.177
e.y.qq.com	61.151.206.30
e.xy.qq.com	180.163.21.21
edit.3g.qq.com	61.151.168.204
edit.114.qq.com	183.3.225.108
edit.act.qq.com	101.226.211.171
edit.4g.qq.com	61.151.168.204
e.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
edit.b.qq.com	183.61.38.179
edit.bz.qq.com	61.151.166.139, 61.151.166.146
e.z.qq.com	61.151.168.204
edit.docs.qq.com	61.129.7.26
edit.exmail.qq.com	14.17.42.118, 59.37.96.29
edit.fm.qq.com	101.226.76.191
edit.jy.qq.com	61.151.168.204
edit.ke.qq.com	14.17.41.213
edit.lady.qq.com	180.163.26.39
edit.m.qq.com	101.227.131.64
edit.mail.qq.com	14.17.19.106
edit.photo.qq.com	14.18.245.169
edit.z.qq.com	61.151.168.204
edm.114.qq.com	183.3.225.108
edit.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
edm.3g.qq.com	61.151.168.204
edm.4g.qq.com	61.151.168.204
edm.act.qq.com	101.226.211.171
edm.b.qq.com	183.61.38.179
edm.docs.qq.com	61.129.7.26
edm.bz.qq.com	61.151.166.139, 61.151.166.146
edm.exmail.qq.com	14.17.42.118, 59.37.96.29
edm.fm.qq.com	101.226.76.191
edm.jy.qq.com	61.151.168.204
edm.ke.qq.com	14.17.41.213
edm.lady.qq.com	180.163.26.39
edm.mail.qq.com	14.17.19.106
edm.m.qq.com	101.227.131.64
edm.photo.qq.com	14.18.245.169
edm.z.qq.com	61.151.168.204
edm.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
en.114.qq.com	183.3.225.108
en.2012.qq.com	61.151.166.139, 61.151.166.146
en.3g.qq.com	61.151.168.204
en.4g.qq.com	61.151.168.204
en.act.qq.com	101.226.211.171
en.b.qq.com	183.61.38.179
en.bz.qq.com	61.151.166.139, 61.151.166.146
en.docs.qq.com	61.129.7.26
en.exmail.qq.com	183.57.48.35
en.fm.qq.com	101.226.76.191
en.jy.qq.com	61.151.168.204
en.ke.qq.com	14.17.41.213
en.lady.qq.com	180.163.26.39
en.mail.qq.com	14.18.245.237
en.m.qq.com	101.227.131.64
en.photo.qq.com	14.18.245.169
en.reg.qq.com	101.226.211.229
en.z.qq.com	61.151.168.204
erp.3g.qq.com	61.151.168.204
erp.4g.qq.com	61.151.168.204
erp.114.qq.com	183.3.225.108
erp.act.qq.com	101.226.211.171
erp.b.qq.com	183.61.38.179
en.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
erp.bz.qq.com	61.151.166.139, 61.151.166.146
erp.docs.qq.com	61.129.7.26
erp.fm.qq.com	101.226.76.191
erp.exmail.qq.com	14.17.42.118, 59.37.96.29
erp.jy.qq.com	61.151.168.204
erp.ke.qq.com	14.17.41.213
erp.lady.qq.com	180.163.26.39
erp.m.qq.com	101.227.131.64
erp.mail.qq.com	14.17.19.106
erp.photo.qq.com	14.18.245.169
erp.z.qq.com	61.151.168.204
erp.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
exchange.114.qq.com	183.3.225.108
exchange.3g.qq.com	61.151.168.204
exchange.4g.qq.com	61.151.168.204
exchange.act.qq.com	101.226.211.171
exchange.b.qq.com	183.61.38.179
exchange.bz.qq.com	61.151.166.139, 61.151.166.146
exchange.docs.qq.com	61.129.7.26
exchange.fm.qq.com	101.226.76.191
exchange.exmail.qq.com	14.17.42.118, 59.37.96.29
exchange.ke.qq.com	14.17.41.213
exchange.lady.qq.com	180.163.26.39
exchange.m.qq.com	101.227.131.64
exchange.mail.qq.com	14.17.19.106
exchange.jy.qq.com	61.151.168.204
exchange.open.qq.com	101.227.131.64
exchange.photo.qq.com	14.18.245.169
f.114.qq.com	183.3.225.108
exchange.z.qq.com	61.151.168.204
f.4g.qq.com	61.151.168.204
f.act.qq.com	101.226.211.171
f.3g.qq.com	61.151.168.204
f.b.qq.com	183.61.38.179
f.bz.qq.com	61.151.166.139, 61.151.166.146
f.docs.qq.com	61.129.7.26
f.exmail.qq.com	14.17.42.118, 59.37.96.29
exchange.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
f.fm.qq.com	101.226.76.191
f.ke.qq.com	14.17.41.213
f.lady.qq.com	180.163.26.39
f.mail.qq.com	14.17.19.106
f.jy.qq.com	61.151.168.204
f.photo.qq.com	14.18.245.169
f.m.qq.com	101.227.131.64
f.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
feedback.114.qq.com	183.3.225.108
feedback.4g.qq.com	61.151.168.204
feedback.3g.qq.com	61.151.168.204
feedback.act.qq.com	101.226.211.171
feedback.b.qq.com	183.61.38.179
feedback.bz.qq.com	61.151.166.139, 61.151.166.146
f.z.qq.com	61.151.168.204
feedback.exmail.qq.com	14.17.42.118, 59.37.96.29
feedback.fm.qq.com	101.226.76.191
feedback.docs.qq.com	61.129.7.26
feedback.ke.qq.com	14.17.41.213
feedback.jy.qq.com	61.151.168.204
feedback.lady.qq.com	180.163.26.39
feedback.mail.qq.com	14.17.19.106
feedback.m.qq.com	101.227.131.64
feedback.map.qq.com	101.227.143.10, 180.163.25.36
feedback.photo.qq.com	14.18.245.169
files.114.qq.com	183.3.225.108
files.4g.qq.com	61.151.168.204
feedback.z.qq.com	61.151.168.204
files.3g.qq.com	61.151.168.204
files.act.qq.com	101.226.211.171
feedback.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
files.b.qq.com	183.61.38.179
files.bz.qq.com	61.151.166.139, 61.151.166.146
files.docs.qq.com	61.129.7.26
files.exmail.qq.com	14.17.42.118, 59.37.96.29
files.fm.qq.com	101.226.76.191
files.jy.qq.com	61.151.168.204
files.ke.qq.com	14.17.41.213
files.lady.qq.com	180.163.26.39
files.mail.qq.com	14.17.19.106
files.m.qq.com	101.227.131.64
files.photo.qq.com	14.18.245.169
files.z.qq.com	61.151.168.204
forum.4g.qq.com	61.151.168.204
forum.3g.qq.com	61.151.168.204
forum.act.qq.com	101.226.211.171
forum.114.qq.com	183.3.225.108
forum.b.qq.com	183.61.38.179
files.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
forum.auto.qq.com	180.163.26.39
forum.bz.qq.com	61.151.166.139, 61.151.166.146
forum.docs.qq.com	61.129.7.26
forum.exmail.qq.com	14.17.42.118, 59.37.96.29
forum.fm.qq.com	101.226.76.191
forum.ke.qq.com	14.17.41.213
forum.jy.qq.com	61.151.168.204
forum.lady.qq.com	180.163.26.39
forum.m.qq.com	101.227.131.64
forum.mail.qq.com	14.17.19.106
forum.photo.qq.com	14.18.245.169
ftp.114.qq.com	183.3.225.108
ftp.4g.qq.com	61.151.168.204
ftp.3g.qq.com	61.151.168.204
ftp.act.qq.com	101.226.211.171
forum.z.qq.com	61.151.168.204
ftp.b.qq.com	183.61.38.179
ftp.bz.qq.com	61.151.166.139, 61.151.166.146
forum.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
ftp.docs.qq.com	61.129.7.26
ftp.exmail.qq.com	14.17.42.118, 59.37.96.29
ftp.fm.qq.com	101.226.76.191
ftp.ke.qq.com	14.17.41.213
ftp.jy.qq.com	61.151.168.204
ftp.lady.qq.com	180.163.26.39
ftp.m.qq.com	101.227.131.64
ftp.mail.qq.com	14.17.19.106
ftp.photo.qq.com	14.18.245.169
g.114.qq.com	183.3.225.108
g.108.qq.com	140.207.69.44, 140.207.69.56
g.4g.qq.com	61.151.168.204
g.3g.qq.com	61.151.168.204
g.b.qq.com	183.61.38.179
ftp.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
g.book.qq.com	101.226.76.186
g.bz.qq.com	61.151.166.139, 61.151.166.146
ftp.z.qq.com	61.151.168.204
g.docs.qq.com	61.129.7.26
g.fm.qq.com	101.226.76.191
g.exmail.qq.com	14.17.42.118, 59.37.96.29
g.ke.qq.com	14.17.41.213
g.jy.qq.com	61.151.168.204
g.mail.qq.com	14.17.19.106
g.lady.qq.com	180.163.26.39
g.m.qq.com	101.226.211.232, 101.226.211.233
g.photo.qq.com	14.18.245.169
g.pay.qq.com	180.163.26.30, 61.151.206.109
g.ssp.qq.com	59.37.116.45
g.vip.qq.com	183.61.51.33
g.z.qq.com	61.151.168.204
gateway.114.qq.com	183.3.225.108
gateway.act.qq.com	101.226.211.171
gateway.3g.qq.com	61.151.168.204
gateway.4g.qq.com	61.151.168.204
gateway.b.qq.com	183.61.38.179
gateway.bz.qq.com	61.151.166.139, 61.151.166.146
gateway.docs.qq.com	61.129.7.26
g.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
gateway.exmail.qq.com	14.17.42.118, 59.37.96.29
gateway.fm.qq.com	101.226.76.191
gateway.jy.qq.com	61.151.168.204
gateway.ke.qq.com	14.17.41.213
gateway.lady.qq.com	180.163.26.39
gateway.m.qq.com	101.227.131.64
gateway.mail.qq.com	14.17.19.106
gateway.photo.qq.com	14.18.245.169
gateway.z.qq.com	61.151.168.204
gateway.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
git.3g.qq.com	61.151.168.204
git.114.qq.com	183.3.225.108
git.4g.qq.com	61.151.168.204
git.act.qq.com	101.226.211.171
git.b.qq.com	183.61.38.179
git.bz.qq.com	61.151.166.139, 61.151.166.146
git.docs.qq.com	61.129.7.26
git.exmail.qq.com	14.17.42.118, 59.37.96.29
git.fm.qq.com	101.226.76.191
git.ke.qq.com	14.17.41.213
git.lady.qq.com	180.163.26.39
git.jy.qq.com	61.151.168.204
git.m.qq.com	101.227.131.64
git.mail.qq.com	14.17.19.106
git.photo.qq.com	14.18.245.169
git.weixin.qq.com	118.89.100.150, 212.64.118.180
git.z.qq.com	61.151.168.204
gm.4g.qq.com	61.151.168.204
gm.114.qq.com	183.3.225.108
gm.3g.qq.com	61.151.168.204
gm.act.qq.com	101.226.211.171
gm.b.qq.com	183.61.38.179
gm.bz.qq.com	61.151.166.139, 61.151.166.146
git.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
gm.docs.qq.com	61.129.7.26
gm.exmail.qq.com	14.17.42.118, 59.37.96.29
gm.fm.qq.com	101.226.76.191
gm.ke.qq.com	14.17.41.213
gm.lady.qq.com	180.163.26.39
gm.m.qq.com	101.227.131.64
gm.jy.qq.com	61.151.168.204
gm.mail.qq.com	14.17.19.106
gm.photo.qq.com	14.18.245.169
gm.show.qq.com	101.226.90.186
gm.z.qq.com	61.151.168.204
gm.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
go.114.qq.com	183.3.225.108
go.4g.qq.com	61.151.168.204
go.act.qq.com	101.226.211.171
go.b.qq.com	183.61.38.179
go.bz.qq.com	61.151.166.139, 61.151.166.146
go.docs.qq.com	61.129.7.26
go.edu.qq.com	183.3.235.210
go.fm.qq.com	101.226.76.191
go.exmail.qq.com	14.17.42.118, 59.37.96.29
go.ke.qq.com	14.17.41.213
go.jy.qq.com	61.151.168.204
go.m.qq.com	101.227.131.64
go.mail.qq.com	14.17.19.106
go.lady.qq.com	180.163.26.39
go.photo.qq.com	14.18.245.169
h.114.qq.com	183.3.225.108
go.z.qq.com	61.151.168.204
h.3g.qq.com	61.151.168.204
h.4g.qq.com	61.151.168.204
go.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
h.act.qq.com	101.226.211.171
h.b.qq.com	183.61.38.179
h.bz.qq.com	61.151.166.139, 61.151.166.146
h.docs.qq.com	61.129.7.26
h.exmail.qq.com	14.17.42.118, 59.37.96.29
h.fm.qq.com	101.226.76.191
h.ke.qq.com	14.17.41.213
h.jy.qq.com	61.151.168.204
h.lady.qq.com	180.163.26.39
h.mail.qq.com	14.17.19.106
h.m.qq.com	101.227.131.64
h.photo.qq.com	14.18.245.169
h.t.qq.com	101.89.15.177
h.trace.qq.com	61.151.166.139, 61.151.166.146
h.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
help.114.qq.com	183.3.225.108
h.z.qq.com	61.151.168.204
help.4g.qq.com	61.151.168.204
help.3g.qq.com	61.151.168.204
help.b.qq.com	183.61.38.179
help.act.qq.com	101.226.211.171
help.bz.qq.com	61.151.166.139, 61.151.166.146
help.docs.qq.com	61.129.7.26
help.exmail.qq.com	14.17.42.118, 59.37.96.29
help.fm.qq.com	101.226.76.191
help.ke.qq.com	14.17.41.213
help.jy.qq.com	61.151.168.204
help.lady.qq.com	180.163.26.39
help.m.qq.com	101.227.131.64
help.mail.qq.com	14.17.19.106
help.photo.qq.com	14.18.245.169
help.z.qq.com	61.151.168.204
home.114.qq.com	183.3.225.108
home.4g.qq.com	61.151.168.204
home.act.qq.com	101.226.211.171
home.b.qq.com	183.61.38.179
help.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
home.bz.qq.com	61.151.166.139, 61.151.166.146
home.cd.qq.com	180.163.26.39
home.cq.qq.com	183.232.88.215
home.docs.qq.com	61.129.7.26
home.doctor.qq.com	101.227.131.64
home.exmail.qq.com	14.17.42.118, 59.37.96.29
home.fm.qq.com	101.226.76.191
home.ke.qq.com	14.17.41.213
home.jy.qq.com	61.151.168.204
home.m.qq.com	101.227.131.64
home.lady.qq.com	180.163.26.39
home.mail.qq.com	14.17.19.106
home.photo.qq.com	101.227.130.77
home.z.qq.com	61.151.168.204
home.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
ht.4g.qq.com	61.151.168.204
ht.114.qq.com	183.3.225.108
ht.3g.qq.com	61.151.168.204
ht.act.qq.com	101.226.211.171
ht.b.qq.com	183.61.38.179
ht.bz.qq.com	61.151.166.139, 61.151.166.146
ht.docs.qq.com	61.129.7.26
ht.fm.qq.com	101.226.76.191
ht.exmail.qq.com	14.17.42.118, 59.37.96.29
ht.jy.qq.com	61.151.168.204
ht.ke.qq.com	14.17.41.213
ht.lady.qq.com	180.163.26.39
ht.m.qq.com	101.227.131.64
ht.mail.qq.com	14.17.19.106
ht.photo.qq.com	14.18.245.169
i.114.qq.com	183.3.225.108
ht.z.qq.com	61.151.168.204
i.4g.qq.com	61.151.168.204
i.108.qq.com	140.207.69.44, 140.207.69.56
i.act.qq.com	101.226.211.171
i.b.qq.com	183.61.51.35
ht.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
i.bz.qq.com	183.61.47.95
i.e.qq.com	203.205.142.190
i.docs.qq.com	61.129.7.26
i.data.qq.com	123.151.190.181
i.exmail.qq.com	113.96.208.92, 14.215.140.31
i.fm.qq.com	101.226.76.191
i.jy.qq.com	61.151.168.204
i.ke.qq.com	14.17.41.213
i.lady.qq.com	180.163.26.39
i.mail.qq.com	113.96.200.114, 59.37.96.108
i.m.qq.com	101.227.131.64
i.photo.qq.com	14.18.245.169
i.y.qq.com	61.151.166.171
i.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
i.z.qq.com	61.151.168.204
id.4g.qq.com	61.151.168.204
id.act.qq.com	101.226.211.171
id.114.qq.com	183.3.225.108
id.3g.qq.com	61.151.168.204
id.b.qq.com	219.133.60.178
id.bz.qq.com	61.151.166.139, 61.151.166.146
id.docs.qq.com	61.129.7.26
id.exmail.qq.com	14.17.42.118, 59.37.96.29
id.fm.qq.com	101.226.76.191
id.ke.qq.com	14.17.41.213
id.jy.qq.com	61.151.168.204
id.lady.qq.com	180.163.26.39
id.m.qq.com	101.227.131.64
id.mail.qq.com	14.17.19.106
id.photo.qq.com	14.18.245.169
id.z.qq.com	61.151.168.204
image.3g.qq.com	61.151.168.204
image.act.qq.com	101.226.211.171
image.114.qq.com	183.3.225.108
image.4g.qq.com	61.151.168.204
image.b.qq.com	101.226.211.225
id.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
image.bz.qq.com	61.151.166.139, 61.151.166.146
image.docs.qq.com	61.129.7.26
image.exmail.qq.com	14.17.42.118, 59.37.96.29
image.fm.qq.com	101.226.76.191
image.jy.qq.com	61.151.168.204
image.lady.qq.com	180.163.26.39
image.ke.qq.com	14.17.41.213
image.m.qq.com	101.227.131.64
image.mir.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
image.mail.qq.com	14.17.19.106
image.mall.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
image.photo.qq.com	14.18.245.169
image.support.qq.com	180.163.25.47
image.ss.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
image.z.qq.com	61.151.168.204
imap.114.qq.com	183.3.225.108
imap.3g.qq.com	61.151.168.204
imap.4g.qq.com	61.151.168.204
imap.act.qq.com	101.226.211.171
imap.b.qq.com	183.61.38.179
image.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
imap.bz.qq.com	61.151.166.139, 61.151.166.146
imap.exmail.qq.com	113.96.200.115, 113.96.208.92, 113.96.209.109, 113.96.232.106
imap.docs.qq.com	61.129.7.26
imap.fm.qq.com	101.226.76.191
imap.ke.qq.com	14.17.41.213
imap.jy.qq.com	61.151.168.204
imap.lady.qq.com	180.163.26.39
imap.m.qq.com	101.227.131.64
imap.photo.qq.com	14.18.245.169
imap.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
imap.z.qq.com	61.151.168.204
img.3g.qq.com	61.151.168.204
img.114.qq.com	183.3.225.108
img.4g.qq.com	61.151.168.204
img.act.qq.com	101.226.211.171
img.b.qq.com	219.133.60.178
img.bbs.qq.com	180.163.26.39
img.auto.qq.com	115.231.191.148, 115.231.229.109, 115.231.229.52, 122.225.36.49, 122.225.36.51, 122.228.0.167, 122.228.0.168, 122.228.0.169, 122.228.0.170, 122.246.6.207, 122.246.6.248
img.bz.qq.com	61.151.166.139, 61.151.166.146
img.fanli.qq.com	14.17.32.227
img.exmail.qq.com	14.17.42.118, 59.37.96.29
img.finance.qq.com	183.3.235.81
img.docs.qq.com	61.129.7.26
img.hao.qq.com	124.115.2.23
img.fm.qq.com	101.226.76.191
img.ke.qq.com	14.17.41.213
img.lady.qq.com	180.163.26.39
img.mail.qq.com	14.17.19.106
img.happy.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img.jy.qq.com	61.151.168.204
img.m.qq.com	101.227.131.64
img.kid.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img.photo.qq.com	14.18.245.169
img.sc.qq.com	101.227.131.64
img.pet.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img01.114.qq.com	183.3.225.108
img01.3g.qq.com	61.151.168.204
img.z.qq.com	61.151.168.204
img01.act.qq.com	101.226.211.171
img01.4g.qq.com	61.151.168.204
img.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img01.b.qq.com	183.61.38.179
img01.docs.qq.com	61.129.7.26
img01.exmail.qq.com	14.17.42.118, 59.37.96.29
img01.bz.qq.com	61.151.166.139, 61.151.166.146
img01.fm.qq.com	101.226.76.191
img01.ke.qq.com	14.17.41.213
img01.jy.qq.com	61.151.168.204
img01.lady.qq.com	180.163.26.39
img01.mail.qq.com	14.17.19.106
img01.m.qq.com	101.227.131.64
img01.photo.qq.com	14.18.245.169
img02.114.qq.com	183.3.225.108
img01.z.qq.com	61.151.168.204
img01.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img02.3g.qq.com	61.151.168.204
img02.b.qq.com	183.61.38.179
img02.4g.qq.com	61.151.168.204
img02.act.qq.com	101.226.211.171
img02.docs.qq.com	61.129.7.26
img02.exmail.qq.com	14.17.42.118, 59.37.96.29
img02.fm.qq.com	101.226.76.191
img02.bz.qq.com	61.151.166.139, 61.151.166.146
img02.ke.qq.com	14.17.41.213
img02.lady.qq.com	180.163.26.39
img02.mail.qq.com	14.17.19.106
img02.jy.qq.com	61.151.168.204
img02.m.qq.com	101.227.131.64
img02.photo.qq.com	14.18.245.169
img02.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img02.z.qq.com	61.151.168.204
img03.4g.qq.com	61.151.168.204
img03.114.qq.com	183.3.225.108
img03.act.qq.com	101.226.211.171
img03.3g.qq.com	61.151.168.204
img03.b.qq.com	183.61.38.179
img03.bz.qq.com	61.151.166.139, 61.151.166.146
img03.docs.qq.com	61.129.7.26
img03.exmail.qq.com	14.17.42.118, 59.37.96.29
img03.fm.qq.com	101.226.76.191
img03.ke.qq.com	14.17.41.213
img03.m.qq.com	101.227.131.64
img03.lady.qq.com	180.163.26.39
img03.mail.qq.com	14.17.19.106
img03.jy.qq.com	61.151.168.204
img03.photo.qq.com	14.18.245.169
img04.3g.qq.com	61.151.168.204
img03.z.qq.com	61.151.168.204
img04.114.qq.com	183.3.225.108
img04.4g.qq.com	61.151.168.204
img04.b.qq.com	183.61.38.179
img04.act.qq.com	101.226.211.171
img03.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
img04.bz.qq.com	61.151.166.139, 61.151.166.146
img04.docs.qq.com	61.129.7.26
img04.fm.qq.com	101.226.76.191
img04.exmail.qq.com	14.17.42.118, 59.37.96.29
img04.lady.qq.com	180.163.26.39
img04.jy.qq.com	61.151.168.204
img04.ke.qq.com	14.17.41.213
img04.m.qq.com	101.227.131.64
img04.mail.qq.com	14.17.19.106
img04.photo.qq.com	14.18.245.169
img04.z.qq.com	61.151.168.204
it.114.qq.com	183.3.225.108
it.act.qq.com	101.226.211.171
it.3g.qq.com	61.151.168.204
it.4g.qq.com	61.151.168.204
it.b.qq.com	183.61.38.179
it.bz.qq.com	61.151.166.139, 61.151.166.146
img04.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
it.docs.qq.com	61.129.7.26
it.exmail.qq.com	14.17.42.118, 59.37.96.29
it.fm.qq.com	101.226.76.191
it.ke.qq.com	14.17.41.213
it.lady.qq.com	180.163.26.39
it.jy.qq.com	61.151.168.204
it.m.qq.com	101.227.131.64
it.mail.qq.com	14.17.19.106
it.photo.qq.com	14.18.245.169
it.z.qq.com	61.151.168.204
j.114.qq.com	183.3.225.108
j.4g.qq.com	61.151.168.204
j.act.qq.com	101.226.211.171
it.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
j.b.qq.com	183.61.38.179
j.bz.qq.com	61.151.166.139, 61.151.166.146
j.docs.qq.com	61.129.7.26
j.exmail.qq.com	14.17.42.118, 59.37.96.29
j.fm.qq.com	101.226.76.191
j.ke.qq.com	14.17.41.213
j.jy.qq.com	61.151.168.204
j.lady.qq.com	180.163.26.39
j.mail.qq.com	14.17.19.106
j.m.qq.com	101.227.131.64
j.photo.qq.com	14.18.245.169
j.z.qq.com	61.151.168.204
jira.3g.qq.com	61.151.168.204
jira.114.qq.com	183.3.225.108
jira.4g.qq.com	61.151.168.204
jira.act.qq.com	101.226.211.171
j.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
jira.b.qq.com	183.61.38.179
jira.bz.qq.com	61.151.166.139, 61.151.166.146
jira.docs.qq.com	61.129.7.26
jira.exmail.qq.com	14.17.42.118, 59.37.96.29
jira.fm.qq.com	101.226.76.191
jira.jy.qq.com	61.151.168.204
jira.ke.qq.com	14.17.41.213
jira.lady.qq.com	180.163.26.39
jira.mail.qq.com	14.17.19.106
jira.m.qq.com	101.227.131.64
jira.photo.qq.com	14.18.245.169
jira.z.qq.com	61.151.168.204
js.114.qq.com	183.3.225.108
